广东省,广州,113.264360,23.129080
广东省,越秀,113.266800,23.129010
广东省,荔湾,113.244280,23.125860
广东省,海珠,113.317200,23.083310
广东省,天河,113.361990,23.124630
广东省,白云,113.273238,23.157032
广东省,黄埔,113.480670,23.181390
广东省,花都,113.220260,23.403910
广东省,番禺,113.384240,22.937720
广东省,南沙,113.524970,22.801690
广东省,增城,113.810900,23.260930
广东省,从化,113.586460,23.548350
广东省,深圳,114.059560,22.542860
广东省,福田,114.054540,22.522910
广东省,罗湖,114.131660,22.548360
广东省,南山,113.93069,22.53325
广东省,盐田,114.236790,22.557000
广东省,宝安,113.883080,22.553290
广东省,龙岗,114.247790,22.719910
广东省,龙华,114.044612,22.696694
广东省,坪山,114.346320,22.690840
广东省,珠海,113.576680,22.270730
广东省,香洲,113.543202,22.265939
广东省,斗门,113.296580,22.209030
广东省,金湾,113.364200,22.145890
广东省,汕头,116.682210,23.353500
广东省,金平,116.705400,23.365250
广东省,龙湖,116.716770,23.372460
广东省,濠江,116.726640,23.285920
广东省,潮南,116.433100,23.250290
广东省,潮阳,116.601570,23.264890
广东省,澄海,116.756080,23.466130
广东省,南澳,117.023480,23.421780
广东省,佛山,113.121920,23.021850
广东省,禅城,113.122490,23.009440
广东省,高明,112.892620,22.900260
广东省,三水,112.896720,23.155850
广东省,南海,113.142780,23.028820
广东省,顺德,113.293210,22.805360
广东省,韶关,113.597230,24.810390
广东省,浈江,113.610950,24.804460
广东省,武江,113.587710,24.792680
广东省,曲江,113.604580,24.682600
广东省,乐昌,113.347460,25.130140
广东省,南雄,114.310840,25.119620
广东省,始兴,114.062060,24.952690
广东省,仁化,113.749180,25.085660
广东省,翁源,114.130330,24.350200
广东省,新丰,114.206890,24.059590
广东省,乳源,113.275960,24.775910
广东省,湛江,110.358940,21.271340
广东省,赤坎,110.365340,21.266240
广东省,霞山,110.398210,21.191690
广东省,坡头,110.455500,21.244750
广东省,麻章,110.334270,21.263310
广东省,廉江,110.286250,21.609620
广东省,吴川,110.778240,21.441820
广东省,雷州,110.096510,20.914440
广东省,遂溪,110.250060,21.377080
